S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
16207,02-04-2021,Uttar Pradesh,619783,11918,599045,8820
16208,03-04-2021,Uttar Pradesh,622736,14073,599827,8836
16209,04-04-2021,Uttar Pradesh,625923,16496,600577,8850
16210,05-04-2021,Uttar Pradesh,630059,19738,601440,8881
16211,06-04-2021,Uttar Pradesh,634033,22820,602319,8894
16212,07-04-2021,Uttar Pradesh,639928,27509,603495,8924
16213,08-04-2021,Uttar Pradesh,645930,31987,604979,8964
16214,09-04-2021,Uttar Pradesh,654404,39338,606063,9003
16215,10-04-2021,Uttar Pradesh,663991,48306,606646,9039
16216,11-04-2021,Uttar Pradesh,676739,58801,608853,9085
16217,12-04-2021,Uttar Pradesh,692015,71241,611622,9152
16218,13-04-2021,Uttar Pradesh,705619,81576,614819,9224
16219,14-04-2021,Uttar Pradesh,723582,95980,618293,9309
16220,15-04-2021,Uttar Pradesh,744021,111835,622810,9376
16221,16-04-2021,Uttar Pradesh,766360,129848,627032,9480
16222,17-04-2021,Uttar Pradesh,793720,150676,633461,9583
16223,18-04-2021,Uttar Pradesh,821054,170059,641292,9703
16224,19-04-2021,Uttar Pradesh,851620,191457,650333,9830
16225,20-04-2021,Uttar Pradesh,879831,208523,661311,9997
16226,21-04-2021,Uttar Pradesh,909405,223544,675702,10159
16227,22-04-2021,Uttar Pradesh,942511,242265,689900,10346
16228,23-04-2021,Uttar Pradesh,976765,259810,706414,10541
16229,24-04-2021,Uttar Pradesh,1013370,273653,728980,10737
16230,25-04-2021,Uttar Pradesh,1051314,288144,752211,10959
16231,26-04-2021,Uttar Pradesh,1086625,297616,777844,11165
16232,27-04-2021,Uttar Pradesh,1120176,304199,804563,11414
16233,28-04-2021,Uttar Pradesh,1153097,306458,834961,11678
16234,29-04-2021,Uttar Pradesh,1182848,300041,870864,11943
16235,30-04-2021,Uttar Pradesh,1217952,309237,896477,12238
16236,01-05-2021,Uttar Pradesh,1252324,310783,928971,12570
16237,02-05-2021,Uttar Pradesh,1282504,301833,967797,12874
16238,03-05-2021,Uttar Pradesh,1313361,295752,1004447,13162
16239,04-05-2021,Uttar Pradesh,1342413,285832,1043134,13447
16240,05-05-2021,Uttar Pradesh,1368183,272568,1081817,13798
16241,06-05-2021,Uttar Pradesh,1399294,262474,1122669,14151
16242,07-05-2021,Uttar Pradesh,1425916,259844,1151571,14501
16243,08-05-2021,Uttar Pradesh,1453679,254118,1184688,14873
16244,09-05-2021,Uttar Pradesh,1480315,245736,1219409,15170
16245,10-05-2021,Uttar Pradesh,1503490,233981,1254045,15464
16246,11-05-2021,Uttar Pradesh,1524767,225271,1283754,15742
16247,12-05-2021,Uttar Pradesh,1545212,216057,1313112,16043
16248,13-05-2021,Uttar Pradesh,1563235,206615,1340251,16369
16249,14-05-2021,Uttar Pradesh,1563235,206615,1340251,16369
16250,15-05-2021,Uttar Pradesh,1580980,204658,1359676,16646
16251,16-05-2021,Uttar Pradesh,1609140,177643,1414259,17238
16252,17-05-2021,Uttar Pradesh,1619645,163003,1439096,17546
16253,18-05-2021,Uttar Pradesh,1628990,149032,1462141,17817
16254,19-05-2021,Uttar Pradesh,1637663,136342,1483249,18072
16255,20-05-2021,Uttar Pradesh,1644849,123579,1502918,18352
16256,21-05-2021,Uttar Pradesh,1651530,116434,1516508,18588
16257,22-05-2021,Uttar Pradesh,1659212,106276,1534176,18760
16258,23-05-2021,Uttar Pradesh,1665176,94482,1551716,18978
16259,24-05-2021,Uttar Pradesh,1669891,84880,1565802,19209
16260,25-05-2021,Uttar Pradesh,1673785,76703,1577720,19362
16261,26-05-2021,Uttar Pradesh,1677508,69828,1588161,19519
16262,27-05-2021,Uttar Pradesh,1680684,62271,1598701,19712
16263,28-05-2021,Uttar Pradesh,1683865,58270,1605696,19899
16264,30-05-2021,Uttar Pradesh,1688152,46201,1621743,20208
16265,31-05-2021,Uttar Pradesh,1690016,41214,1628456,20346
16266,01-06-2021,Uttar Pradesh,1691488,37044,1633947,20497
16267,02-06-2021,Uttar Pradesh,1692709,32465,1639572,20672
16268,03-06-2021,Uttar Pradesh,1693992,28694,1644511,20787
16269,04-06-2021,Uttar Pradesh,1695212,25546,1648771,20895
16270,05-06-2021,Uttar Pradesh,1696325,22877,1652417,21031
16271,06-06-2021,Uttar Pradesh,1697352,19438,1656763,21151
16272,07-06-2021,Uttar Pradesh,1698389,17944,1659209,21236
16273,08-06-2021,Uttar Pradesh,1699083,15681,1662069,21333
16274,09-06-2021,Uttar Pradesh,1699787,14067,1664295,21425
16275,10-06-2021,Uttar Pradesh,1700476,12959,1666001,21516
16276,11-06-2021,Uttar Pradesh,1701072,12243,1667232,21597
16277,12-06-2021,Uttar Pradesh,1701668,11127,1668874,21667
16278,13-06-2021,Uttar Pradesh,1702172,9806,1670631,21735
16279,14-06-2021,Uttar Pradesh,1702624,8986,1671852,21786
16280,15-06-2021,Uttar Pradesh,1702937,8111,1672968,21858
16281,16-06-2021,Uttar Pradesh,1703207,7221,1674072,21914
16282,17-06-2021,Uttar Pradesh,1703458,6496,1674999,21963
16283,18-06-2021,Uttar Pradesh,1703733,6019,1675684,22030
16284,19-06-2021,Uttar Pradesh,1703882,5343,1676458,22081
16285,20-06-2021,Uttar Pradesh,1704139,4957,1677050,22132
16286,21-06-2021,Uttar Pradesh,1704358,4569,1677611,22178
16287,22-06-2021,Uttar Pradesh,1704476,4163,1678089,22224
16288,23-06-2021,Uttar Pradesh,1704678,3910,1678486,22282
16289,25-06-2021,Uttar Pradesh,1705014,3552,1679096,22366
16290,26-06-2021,Uttar Pradesh,1705220,3423,1679416,22381
16291,27-06-2021,Uttar Pradesh,1705384,3197,1679744,22443
16292,28-06-2021,Uttar Pradesh,1705596,3165,1679913,22518
16293,29-06-2021,Uttar Pradesh,1705779,3046,1680174,22559
16294,30-06-2021,Uttar Pradesh,1705951,2946,1680428,22577
16295,01-07-2021,Uttar Pradesh,1706107,2796,1680720,22591
16296,02-07-2021,Uttar Pradesh,1706268,2687,1680980,22601
16297,03-07-2021,Uttar Pradesh,1706384,2560,1681208,22616
16298,04-07-2021,Uttar Pradesh,1706495,2461,1681412,22622
16299,05-07-2021,Uttar Pradesh,1706621,2264,1681717,22640
16300,06-07-2021,Uttar Pradesh,1706739,2181,1681912,22646
16301,07-07-2021,Uttar Pradesh,1706818,2032,1682130,22656
16302,08-07-2021,Uttar Pradesh,1706934,1947,1682321,22666
16303,09-07-2021,Uttar Pradesh,1707044,1789,1682579,22676
16304,10-07-2021,Uttar Pradesh,1707127,1697,1682741,22689
16305,11-07-2021,Uttar Pradesh,1707225,1608,1682924,22693
16306,12-07-2021,Uttar Pradesh,1707350,1594,1683058,22698
16307,13-07-2021,Uttar Pradesh,1707446,1576,1683170,22700
16308,14-07-2021,Uttar Pradesh,1707502,1479,1683319,22704
16309,16-03-2020,Uttarakhand,1,1,0,0
16310,17-03-2020,Uttarakhand,1,1,0,0
16311,18-03-2020,Uttarakhand,1,1,0,0
16312,19-03-2020,Uttarakhand,1,1,0,0
16313,20-03-2020,Uttarakhand,1,1,0,0
16314,21-03-2020,Uttarakhand,3,3,0,0
16315,22-03-2020,Uttarakhand,3,3,0,0
16316,23-03-2020,Uttarakhand,3,3,0,0
16317,24-03-2020,Uttarakhand,3,3,0,0
16318,25-03-2020,Uttarakhand,4,4,0,0
16319,26-03-2020,Uttarakhand,5,5,0,0
16320,27-03-2020,Uttarakhand,5,5,0,0
16321,28-03-2020,Uttarakhand,5,5,0,0
16322,29-03-2020,Uttarakhand,6,5,1,0
16323,30-03-2020,Uttarakhand,7,5,2,0
16324,31-03-2020,Uttarakhand,7,5,2,0
16325,01-04-2020,Uttarakhand,7,5,2,0
16326,02-04-2020,Uttarakhand,7,5,2,0
16327,03-04-2020,Uttarakhand,10,8,2,0
16328,04-04-2020,Uttarakhand,16,14,2,0
16329,05-04-2020,Uttarakhand,22,20,2,0
16330,06-04-2020,Uttarakhand,26,22,4,0
16331,07-04-2020,Uttarakhand,31,26,5,0
16332,08-04-2020,Uttarakhand,31,26,5,0
16333,09-04-2020,Uttarakhand,33,28,5,0
16334,10-04-2020,Uttarakhand,35,30,5,0
16335,11-04-2020,Uttarakhand,35,30,5,0
16336,12-04-2020,Uttarakhand,35,30,5,0
16337,13-04-2020,Uttarakhand,35,30,5,0
16338,14-04-2020,Uttarakhand,35,30,5,0
16339,15-04-2020,Uttarakhand,37,28,9,0
16340,16-04-2020,Uttarakhand,37,28,9,0
16341,17-04-2020,Uttarakhand,37,28,9,0
16342,18-04-2020,Uttarakhand,40,31,9,0
16343,19-04-2020,Uttarakhand,42,33,9,0
16344,20-04-2020,Uttarakhand,44,33,11,0
16345,21-04-2020,Uttarakhand,46,28,18,0
16346,22-04-2020,Uttarakhand,46,27,19,0
16347,23-04-2020,Uttarakhand,46,23,23,0
16348,24-04-2020,Uttarakhand,47,23,24,0
16349,25-04-2020,Uttarakhand,48,23,25,0
16350,26-04-2020,Uttarakhand,48,22,26,0
16351,27-04-2020,Uttarakhand,50,22,28,0
16352,28-04-2020,Uttarakhand,51,18,33,0
16353,29-04-2020,Uttarakhand,54,21,33,0
16354,30-04-2020,Uttarakhand,55,19,36,0
16355,01-05-2020,Uttarakhand,57,21,36,0
16356,02-05-2020,Uttarakhand,58,22,36,0
16357,03-05-2020,Uttarakhand,59,20,39,0
16358,04-05-2020,Uttarakhand,60,21,39,0
16359,05-05-2020,Uttarakhand,60,20,39,1
16360,06-05-2020,Uttarakhand,61,21,39,1
16361,07-05-2020,Uttarakhand,61,21,39,1
16362,08-05-2020,Uttarakhand,61,21,39,1
16363,09-05-2020,Uttarakhand,63,16,46,1
16364,10-05-2020,Uttarakhand,67,20,46,1
16365,11-05-2020,Uttarakhand,68,21,46,1
16366,12-05-2020,Uttarakhand,68,21,46,1
16367,13-05-2020,Uttarakhand,69,22,46,1
16368,14-05-2020,Uttarakhand,72,25,46,1
16369,15-05-2020,Uttarakhand,78,27,50,1
16370,16-05-2020,Uttarakhand,82,30,51,1
16371,17-05-2020,Uttarakhand,88,36,51,1
16372,18-05-2020,Uttarakhand,92,39,52,1
16373,19-05-2020,Uttarakhand,93,40,52,1
16374,20-05-2020,Uttarakhand,111,58,52,1
16375,21-05-2020,Uttarakhand,122,68,53,1
16376,22-05-2020,Uttarakhand,146,91,54,1
16377,23-05-2020,Uttarakhand,153,96,56,1
16378,24-05-2020,Uttarakhand,244,186,56,2
16379,25-05-2020,Uttarakhand,317,256,58,3
16380,26-05-2020,Uttarakhand,349,288,58,3
16381,27-05-2020,Uttarakhand,401,333,64,4
16382,28-05-2020,Uttarakhand,469,386,79,4
16383,29-05-2020,Uttarakhand,500,417,79,4
16384,30-05-2020,Uttarakhand,716,609,102,5
16385,31-05-2020,Uttarakhand,749,642,102,5
16386,01-06-2020,Uttarakhand,907,800,102,5
16387,02-06-2020,Uttarakhand,958,730,222,6
16388,03-06-2020,Uttarakhand,1043,784,252,7
16389,04-06-2020,Uttarakhand,1085,795,282,8
16390,05-06-2020,Uttarakhand,1153,846,297,10
16391,06-06-2020,Uttarakhand,1215,860,344,11
16392,07-06-2020,Uttarakhand,1303,869,423,11
16393,08-06-2020,Uttarakhand,1355,814,528,13
16394,09-06-2020,Uttarakhand,1411,684,714,13
16395,10-06-2020,Uttarakhand,1537,769,755,13
16396,11-06-2020,Uttarakhand,1562,716,831,15
16397,12-06-2020,Uttarakhand,1643,786,842,15
16398,13-06-2020,Uttarakhand,1724,756,947,21
16399,14-06-2020,Uttarakhand,1785,685,1077,23
16400,15-06-2020,Uttarakhand,1819,684,1111,24
16401,16-06-2020,Uttarakhand,1845,632,1189,24
16402,17-06-2020,Uttarakhand,1942,701,1216,25
16403,18-06-2020,Uttarakhand,2023,743,1254,26
16404,19-06-2020,Uttarakhand,2102,690,1386,26
16405,20-06-2020,Uttarakhand,2177,718,1433,26
16406,21-06-2020,Uttarakhand,2301,824,1450,27
16407,22-06-2020,Uttarakhand,2344,817,1500,27
16408,23-06-2020,Uttarakhand,2402,853,1521,28
16409,24-06-2020,Uttarakhand,2535,903,1602,30
16410,25-06-2020,Uttarakhand,2623,867,1721,35
16411,26-06-2020,Uttarakhand,2691,897,1758,36
16412,27-06-2020,Uttarakhand,2725,866,1822,37
16413,28-06-2020,Uttarakhand,2791,842,1912,37
16414,29-06-2020,Uttarakhand,2823,767,2018,38
16415,30-06-2020,Uttarakhand,2831,681,2111,39
16416,01-07-2020,Uttarakhand,2881,609,2231,41
16417,02-07-2020,Uttarakhand,2947,589,2317,41
16418,03-07-2020,Uttarakhand,2984,537,2405,42
16419,04-07-2020,Uttarakhand,3048,525,2481,42
16420,05-07-2020,Uttarakhand,3093,549,2502,42
16421,06-07-2020,Uttarakhand,3124,558,2524,42
16422,07-07-2020,Uttarakhand,3161,533,2586,42
16423,08-07-2020,Uttarakhand,3230,566,2621,43
16424,09-07-2020,Uttarakhand,3258,562,2650,46
16425,10-07-2020,Uttarakhand,3305,587,2672,46
16426,11-07-2020,Uttarakhand,3373,621,2706,46
16427,12-07-2020,Uttarakhand,3417,653,2718,46
16428,13-07-2020,Uttarakhand,3537,704,2786,47
16429,14-07-2020,Uttarakhand,3608,703,2856,49
16430,15-07-2020,Uttarakhand,3686,769,2867,50
16431,16-07-2020,Uttarakhand,3785,787,2948,50
16432,17-07-2020,Uttarakhand,3982,937,2995,50
16433,18-07-2020,Uttarakhand,4102,1030,3021,51
16434,19-07-2020,Uttarakhand,4276,1143,3081,52
16435,20-07-2020,Uttarakhand,4515,1347,3116,52
16436,21-07-2020,Uttarakhand,4642,1375,3212,55
16437,22-07-2020,Uttarakhand,4849,1497,3297,55
16438,23-07-2020,Uttarakhand,5300,1894,3349,57
16439,24-07-2020,Uttarakhand,5445,1986,3399,60
16440,25-07-2020,Uttarakhand,5445,1986,3399,60
16441,26-07-2020,Uttarakhand,5961,2403,3495,63
16442,27-07-2020,Uttarakhand,6104,2475,3566,63
16443,28-07-2020,Uttarakhand,6328,2587,3675,66
16444,29-07-2020,Uttarakhand,6587,2797,3720,70
16445,30-07-2020,Uttarakhand,6866,2983,3811,72
16446,31-07-2020,Uttarakhand,7065,2993,3996,76
16447,01-08-2020,Uttarakhand,7183,2935,4168,80
16448,02-08-2020,Uttarakhand,7447,3034,4330,83
16449,03-08-2020,Uttarakhand,7593,3070,4437,86
16450,04-08-2020,Uttarakhand,7800,3172,4538,90
16451,05-08-2020,Uttarakhand,8008,3066,4847,95
16452,06-08-2020,Uttarakhand,8254,2923,5233,98
16453,07-08-2020,Uttarakhand,8552,3027,5427,98
16454,08-08-2020,Uttarakhand,8901,3058,5731,112
16455,09-08-2020,Uttarakhand,9402,3322,5963,117
16456,10-08-2020,Uttarakhand,9632,3373,6134,125
16457,11-08-2020,Uttarakhand,10021,3586,6301,134
16458,12-08-2020,Uttarakhand,10432,3826,6470,136
16459,13-08-2020,Uttarakhand,10886,4059,6687,140
16460,14-08-2020,Uttarakhand,11302,4145,7014,143
16461,15-08-2020,Uttarakhand,11615,3966,7502,147
16462,16-08-2020,Uttarakhand,11940,4041,7748,151
16463,17-08-2020,Uttarakhand,12175,3923,8100,152
16464,18-08-2020,Uttarakhand,12493,3850,8485,158
16465,19-08-2020,Uttarakhand,12961,4073,8724,164
16466,20-08-2020,Uttarakhand,13225,3915,9132,178
16467,21-08-2020,Uttarakhand,13636,4016,9433,187
16468,22-08-2020,Uttarakhand,14083,4215,9676,192
16469,23-08-2020,Uttarakhand,14566,4350,10021,195
16470,24-08-2020,Uttarakhand,15124,4444,10480,200
16471,25-08-2020,Uttarakhand,15529,4410,10912,207
16472,26-08-2020,Uttarakhand,16014,4600,11201,213
16473,27-08-2020,Uttarakhand,16549,4806,11524,219
16474,28-08-2020,Uttarakhand,17277,5274,11775,228
16475,29-08-2020,Uttarakhand,17865,5502,12124,239
16476,30-08-2020,Uttarakhand,18571,5735,12586,250
16477,31-08-2020,Uttarakhand,19235,5912,13066,257
16478,01-09-2020,Uttarakhand,19827,5908,13650,269
16479,02-09-2020,Uttarakhand,20398,6042,14076,280
16480,03-09-2020,Uttarakhand,21234,6442,14501,291
16481,04-09-2020,Uttarakhand,22180,6871,15009,300
16482,05-09-2020,Uttarakhand,23011,7188,15511,312
16483,06-09-2020,Uttarakhand,23961,7575,16056,330
16484,07-09-2020,Uttarakhand,24629,7640,16648,341
16485,08-09-2020,Uttarakhand,25436,7965,17123,348
16486,09-09-2020,Uttarakhand,26094,8261,17473,360
16487,10-09-2020,Uttarakhand,27211,8577,18262,372
16488,11-09-2020,Uttarakhand,28266,9106,18783,377
16489,12-09-2020,Uttarakhand,29221,9405,19428,388
16490,13-09-2020,Uttarakhand,30336,9781,20153,402
16491,14-09-2020,Uttarakhand,31973,10519,21040,414
16492,15-09-2020,Uttarakhand,33016,10374,22213,429
16493,16-09-2020,Uttarakhand,34407,10739,23230,438
16494,17-09-2020,Uttarakhand,35947,11068,24432,447
16495,18-09-2020,Uttarakhand,37139,11714,24965,460
16496,19-09-2020,Uttarakhand,38007,11293,26250,464
16497,20-09-2020,Uttarakhand,40085,12465,27142,478
16498,21-09-2020,Uttarakhand,40963,12455,28017,491
16499,22-09-2020,Uttarakhand,41777,12075,29201,501
16500,23-09-2020,Uttarakhand,42651,11831,30308,512
16501,24-09-2020,Uttarakhand,43720,11867,31324,529
16502,25-09-2020,Uttarakhand,44404,11507,32355,542
16503,26-09-2020,Uttarakhand,45332,10934,33843,555
16504,27-09-2020,Uttarakhand,46281,10856,34859,566
16505,28-09-2020,Uttarakhand,47045,10799,35672,574
16506,29-09-2020,Uttarakhand,47502,10066,36856,580
16507,30-09-2020,Uttarakhand,47995,9122,38282,591
16508,01-10-2020,Uttarakhand,49000,9111,39278,611
16509,02-10-2020,Uttarakhand,49248,8544,40079,625
16510,03-10-2020,Uttarakhand,49559,8504,40419,636
16511,04-10-2020,Uttarakhand,50062,8076,41338,648
16512,05-10-2020,Uttarakhand,51481,9089,41740,652
16513,06-10-2020,Uttarakhand,51991,8701,42621,669
16514,07-10-2020,Uttarakhand,52329,8414,43238,677
16515,08-10-2020,Uttarakhand,52959,8367,43904,688
16516,09-10-2020,Uttarakhand,53359,7849,44808,702
16517,10-10-2020,Uttarakhand,54063,7289,46058,716
16518,11-10-2020,Uttarakhand,54525,7321,46470,734
16519,12-10-2020,Uttarakhand,55051,7373,46931,747
16520,13-10-2020,Uttarakhand,55347,6976,47609,762
16521,14-10-2020,Uttarakhand,55641,6576,48283,782
16522,15-10-2020,Uttarakhand,56070,6145,49129,796
16523,16-10-2020,Uttarakhand,56493,5682,49997,814
16524,17-10-2020,Uttarakhand,57042,5692,50521,829
16525,18-10-2020,Uttarakhand,57648,5538,51186,924
16526,19-10-2020,Uttarakhand,58024,5728,51369,927
16527,20-10-2020,Uttarakhand,58360,5527,51900,933
16528,21-10-2020,Uttarakhand,58601,5364,52291,946
16529,22-10-2020,Uttarakhand,59106,5085,53061,960
16530,23-10-2020,Uttarakhand,59508,4897,53643,968
16531,24-10-2020,Uttarakhand,59796,4656,54161,979
16532,25-10-2020,Uttarakhand,60155,4542,54629,984
16533,26-10-2020,Uttarakhand,60376,4425,54958,993
16534,27-10-2020,Uttarakhand,60744,4080,55663,1001
16535,28-10-2020,Uttarakhand,60957,3865,56085,1007
16536,29-10-2020,Uttarakhand,61261,3696,56556,1009
16537,30-10-2020,Uttarakhand,61566,3545,57012,1009
16538,31-10-2020,Uttarakhand,61915,3634,57270,1011
16539,01-11-2020,Uttarakhand,62328,3883,57422,1023
16540,02-11-2020,Uttarakhand,62550,3914,57609,1027
16541,03-11-2020,Uttarakhand,62881,3802,58050,1029
16542,04-11-2020,Uttarakhand,63197,3705,58459,1033
16543,05-11-2020,Uttarakhand,63585,3818,58729,1038
16544,06-11-2020,Uttarakhand,64065,3680,59338,1047
16545,07-11-2020,Uttarakhand,64538,3736,59746,1056
16546,08-11-2020,Uttarakhand,65036,3890,60083,1063
16547,09-11-2020,Uttarakhand,65279,3972,60242,1065
16548,10-11-2020,Uttarakhand,65677,4149,60453,1075
16549,11-11-2020,Uttarakhand,66005,3955,60970,1080
16550,12-11-2020,Uttarakhand,66788,4251,61451,1086
16551,13-11-2020,Uttarakhand,67239,4156,61990,1093
16552,14-11-2020,Uttarakhand,67706,4307,62302,1097
16553,15-11-2020,Uttarakhand,68002,4417,62483,1102
16554,16-11-2020,Uttarakhand,68215,4565,62543,1107
16555,17-11-2020,Uttarakhand,68458,4184,63158,1116
16556,18-11-2020,Uttarakhand,68887,4165,63603,1119
16557,19-11-2020,Uttarakhand,69307,4147,64032,1128
16558,20-11-2020,Uttarakhand,69693,4133,64427,1133
16559,21-11-2020,Uttarakhand,70205,3505,65562,1138
16560,22-11-2020,Uttarakhand,70790,4082,65562,1146
16561,23-11-2020,Uttarakhand,71256,4368,65733,1155
16562,24-11-2020,Uttarakhand,71632,4298,66172,1162
16563,25-11-2020,Uttarakhand,72160,4638,66349,1173
16564,26-11-2020,Uttarakhand,72642,4658,66799,1185
16565,27-11-2020,Uttarakhand,72997,4682,67119,1196
16566,28-11-2020,Uttarakhand,73527,4812,67514,1201
16567,29-11-2020,Uttarakhand,73951,4876,67861,1214
16568,30-11-2020,Uttarakhand,74340,4970,68148,1222
16569,01-12-2020,Uttarakhand,74795,5059,68505,1231
16570,02-12-2020,Uttarakhand,75268,4947,69083,1238
16571,03-12-2020,Uttarakhand,75784,4955,69578,1251
16572,04-12-2020,Uttarakhand,76275,4967,70045,1263
16573,05-12-2020,Uttarakhand,76893,4994,70626,1273
16574,06-12-2020,Uttarakhand,77573,5176,71116,1281
16575,07-12-2020,Uttarakhand,77997,5223,71489,1285
16576,08-12-2020,Uttarakhand,78509,5234,71980,1295
16577,09-12-2020,Uttarakhand,79141,5399,72435,1307
16578,10-12-2020,Uttarakhand,79656,5456,72880,1320
16579,11-12-2020,Uttarakhand,80486,5742,73412,1332
16580,12-12-2020,Uttarakhand,81211,5934,73936,1341
16581,13-12-2020,Uttarakhand,81939,6207,74381,1351
16582,14-12-2020,Uttarakhand,82429,6293,74781,1355
16583,15-12-2020,Uttarakhand,83006,6144,75501,1361
16584,17-12-2020,Uttarakhand,84069,6140,76554,1375
16585,18-12-2020,Uttarakhand,84689,6062,77243,1384
16586,19-12-2020,Uttarakhand,85269,6067,77803,1399
16587,20-12-2020,Uttarakhand,85853,6074,78371,1408
16588,21-12-2020,Uttarakhand,86317,6177,78727,1413
16589,22-12-2020,Uttarakhand,86765,5584,79755,1426
16590,23-12-2020,Uttarakhand,87376,5512,80425,1439
16591,24-12-2020,Uttarakhand,87940,5507,80986,1447
16592,25-12-2020,Uttarakhand,88376,5331,81587,1458
16593,26-12-2020,Uttarakhand,88844,5510,81871,1463
16594,27-12-2020,Uttarakhand,89218,5444,82298,1476
16595,28-12-2020,Uttarakhand,89645,5625,82537,1483
16596,29-12-2020,Uttarakhand,89850,5511,82850,1489
16597,30-12-2020,Uttarakhand,90167,5256,83416,1495
16598,31-12-2020,Uttarakhand,90616,4963,84149,1504
16599,03-01-2021,Uttarakhand,91544,4364,85658,1522
16600,04-01-2021,Uttarakhand,91811,4376,85908,1527
16601,05-01-2021,Uttarakhand,92112,3966,86611,1535
16602,06-01-2021,Uttarakhand,92366,3717,87105,1544
16603,07-01-2021,Uttarakhand,92593,3515,87529,1549
16604,08-01-2021,Uttarakhand,92842,3309,87978,1555
16605,09-01-2021,Uttarakhand,93111,3179,88370,1562
16606,10-01-2021,Uttarakhand,93398,3215,88615,1568
16607,11-01-2021,Uttarakhand,93621,3130,88918,1573
16608,12-01-2021,Uttarakhand,93777,2753,89446,1578
16609,13-01-2021,Uttarakhand,93961,2643,89729,1589
16610,14-01-2021,Uttarakhand,94170,2552,90025,1593
16611,15-01-2021,Uttarakhand,94324,2510,90218,1596
16612,16-01-2021,Uttarakhand,94465,2406,90457,1602
16613,17-01-2021,Uttarakhand,94691,2349,90736,1606
16614,18-01-2021,Uttarakhand,94803,2354,90838,1611
16615,19-01-2021,Uttarakhand,94923,2136,91170,1617
16616,20-01-2021,Uttarakhand,95039,1992,91428,1619
16617,21-01-2021,Uttarakhand,95192,2005,91565,1622
16618,22-01-2021,Uttarakhand,95354,1876,91852,1626
16619,23-01-2021,Uttarakhand,95464,1795,92040,1629
16620,24-01-2021,Uttarakhand,95586,1733,92224,1629
16621,25-01-2021,Uttarakhand,95640,1725,92284,1631
16622,27-01-2021,Uttarakhand,95741,1455,92650,1636
16623,28-01-2021,Uttarakhand,95826,1439,92748,1639
16624,29-01-2021,Uttarakhand,95908,1338,92928,1642
16625,30-01-2021,Uttarakhand,95986,1289,93055,1642
16626,31-01-2021,Uttarakhand,96068,1202,93223,1643
16627,01-02-2021,Uttarakhand,96129,1175,93310,1644
16628,02-02-2021,Uttarakhand,96180,1081,93451,1648
16629,03-02-2021,Uttarakhand,96227,1043,93533,1651
16630,04-02-2021,Uttarakhand,96281,997,93629,1655
16631,05-02-2021,Uttarakhand,96384,1002,93723,1659
16632,06-02-2021,Uttarakhand,96431,945,93824,1662
16633,07-02-2021,Uttarakhand,96478,937,93877,1664
16634,08-02-2021,Uttarakhand,96493,912,93913,1668
16635,09-02-2021,Uttarakhand,96536,808,94057,1671
16636,10-02-2021,Uttarakhand,96590,790,94127,1673
16637,11-02-2021,Uttarakhand,96625,712,94240,1673
16638,12-02-2021,Uttarakhand,96673,669,94328,1676
16639,13-02-2021,Uttarakhand,96722,648,94396,1678
16640,14-02-2021,Uttarakhand,96766,637,94449,1680
16641,15-02-2021,Uttarakhand,96820,687,94453,1680
16642,16-02-2021,Uttarakhand,96867,615,94572,1680
16643,17-02-2021,Uttarakhand,96920,564,94674,1682
16644,18-02-2021,Uttarakhand,96964,548,94733,1683
16645,19-02-2021,Uttarakhand,97005,549,94772,1684
16646,20-02-2021,Uttarakhand,97031,495,94850,1686
16647,21-02-2021,Uttarakhand,97031,495,94850,1686
16648,22-02-2021,Uttarakhand,97031,494,94850,1687
16649,23-02-2021,Uttarakhand,97031,492,94850,1689
16650,24-02-2021,Uttarakhand,97031,491,94850,1690
16651,25-02-2021,Uttarakhand,97031,491,94850,1690
16652,26-02-2021,Uttarakhand,97031,491,94850,1690
16653,27-02-2021,Uttarakhand,97031,490,94850,1691
16654,01-03-2021,Uttarakhand,97031,489,94850,1692
16655,02-03-2021,Uttarakhand,97031,459,94880,1692
16656,03-03-2021,Uttarakhand,97089,451,94946,1692
16657,04-03-2021,Uttarakhand,97134,463,94979,1692
16658,06-03-2021,Uttarakhand,97285,556,95035,1694
16659,07-03-2021,Uttarakhand,97363,596,95073,1694
16660,08-03-2021,Uttarakhand,97422,632,95095,1695
16661,09-03-2021,Uttarakhand,97480,662,95123,1695
16662,10-03-2021,Uttarakhand,97529,611,95223,1695
16663,11-03-2021,Uttarakhand,97565,600,95268,1697
16664,13-03-2021,Uttarakhand,97700,638,95362,1700
16665,14-03-2021,Uttarakhand,97754,583,95469,1702
16666,15-03-2021,Uttarakhand,97806,609,95494,1703
16667,16-03-2021,Uttarakhand,97866,581,95581,1704
16668,17-03-2021,Uttarakhand,97931,599,95628,1704
16669,18-03-2021,Uttarakhand,98041,672,95665,1704
16670,19-03-2021,Uttarakhand,98129,698,95727,1704
16671,20-03-2021,Uttarakhand,98228,728,95796,1704
16672,21-03-2021,Uttarakhand,98311,756,95851,1704
16673,22-03-2021,Uttarakhand,98448,861,95883,1704
16674,23-03-2021,Uttarakhand,98552,894,95954,1704
16675,24-03-2021,Uttarakhand,98646,930,96010,1706
16676,25-03-2021,Uttarakhand,98880,1112,96062,1706
16677,27-03-2021,Uttarakhand,99258,1162,96388,1708
16678,28-03-2021,Uttarakhand,99515,1339,96467,1709
